,name,lic_no,details_url,lic_type,lic_status,lic_exp_date,lic_sec_status,city,state,county,zipcode,depth,download_timeout,download_slot,download_latency,address,lic_issue_date,parcel_no
194,EXCLUSIVELY VOLKSWAGEN REPAIR  (Previous Name),263416,/details/1310/ARD/263416/3afd53ee4b80f7be8f814d2403d7fa33,Automotive Repair Dealer,Cancelled,"September 30, 2014",,SANTA MONICA,California,LOS ANGELES,90404,1,180.0,search.dca.ca.gov,0.19148755073547366,2834 COLORADO #7,,ERROR
195,FERGUSON'S AUTO CENTER,263068,/details/1310/ARD/263068/e123843980c4901ed5069953d2d25c78,Automotive Repair Dealer,Valid,"August 31, 2020",,GARDEN GROVE,California,ORANGE,92841,1,180.0,search.dca.ca.gov,1.0980618000030518,7561 GARDEN GROVE BLVD,,No APN MATCH
196,FERGUSONS AUTO CENTER,96133,/details/1310/ARD/96133/35368cbd354978c446bd8b2939cbfc75,Automotive Repair Dealer,Cancelled,"July 31, 2010",,GARDEN GROVE,California,ORANGE,92841,1,180.0,search.dca.ca.gov,1.173863172531128,7561 GARDEN GROVE BLVD,,No APN MATCH
197,EXCLUSIVELY IMPORTS INC,243635,/details/1310/ARD/243635/a6178e174df90f4599b9c5c1d2500a2e,Automotive Repair Dealer,Cancelled,"January 31, 2013",,WHITTIER,California,LOS ANGELES,90605,1,180.0,search.dca.ca.gov,0.15358996391296387,14426 E WHITTIER BLVD,,No APN MATCH
198,EXCLUSIVELY IMPORTS INC,258956,/details/1310/ARD/258956/da0ae809de2d658302f6e15b140c6d42,Automotive Repair Dealer,Valid,"July 31, 2020",,WHITTIER,California,LOS ANGELES,90605,1,180.0,search.dca.ca.gov,0.1555798053741455,14029 EAST WHITTIER BLVD,,No APN MATCH
199,"EXCLUSIVE MOTORS, LLC",268403,/details/1310/ARD/268403/5a5c88ca32294871d3a06cf017e5c73b,Automotive Repair Dealer,Cancelled,"March 31, 2015",,ROCKLIN,California,PLACER,95677,1,180.0,search.dca.ca.gov,0.15857219696044922,4470 YANKEE HILL RD STE 150,,No APN MATCH
200,EXCLUSIVE MOTORS SERVICE CENTER,205352,/details/1310/ARD/205352/d9c44183a35f33c783a2c5023ca63b31,Automotive Repair Dealer,Valid,"May 31, 2020",,SAN DIEGO,California,SAN DIEGO,92121,1,180.0,search.dca.ca.gov,0.16356277465820312,8448 MIRACREST PL #C,,No APN MATCH
201,EZ AUTO TEST ONLY,274685,/details/1310/ARD/274685/ce68d4652b69242c360be9d1ceb86241,Automotive Repair Dealer,Valid,"November 30, 2020",,SANTA ANA,California,ORANGE,92706,1,180.0,search.dca.ca.gov,0.9863612651824952,2208 N. MAIN ST. #B,,No APN MATCH
202,EXCLUSIVE MOTORS SERVICE,296556,/details/1310/ARD/296556/ed9280b7661b9dadb61ad2f5cf38048d,Automotive Repair Dealer,Valid,"February 28, 2021",,PLACENTIA,California,ORANGE,92870,1,180.0,search.dca.ca.gov,0.13364410400390625,1961 E MIRALOMA AVE STE A,,No APN MATCH
203,EZ AUTO TEST ONLY,225874,/details/1310/ARD/225874/fc2cbbb458d0c1bde54808769ee6c913,Automotive Repair Dealer,Cancelled,"January 31, 2014",,SANTA ANA,California,ORANGE,92706,1,180.0,search.dca.ca.gov,1.0302419662475586,2208 N. MAIN ST. #B,,No APN MATCH
204,FIRST PLACE MOTORSPORTS,258335,/details/1310/ARD/258335/b8bd8d43b7e7807093378951a10a0d1a,Automotive Repair Dealer,Cancelled,"June 30, 2014",,APPLE VALLEY,California,SAN BERNARDINO,92308,1,180.0,search.dca.ca.gov,2.3472659587860107,20963 BEAR VALLEY RD UNIT A,,No APN MATCH
205,EXCLUSIVE MOTORS,279340,/details/1310/ARD/279340/297043505efe1a53a470f5edda6e0ada,Automotive Repair Dealer,Valid,"February 28, 2021",,ROSEVILLE,California,PLACER,95678,1,180.0,search.dca.ca.gov,0.14562106132507324,511 RIVERSIDE AVE,,No APN MATCH
206,EXCLUSIVE MOTORS,180060,/details/1310/ARD/180060/0a5d0d16fa969cd60614c12adcaae7cb,Automotive Repair Dealer,Cancelled,"August 31, 2020",,PLACENTIA,California,ORANGE,92870,1,180.0,search.dca.ca.gov,0.14960074424743652,1961 MIRALOMA AVE #A,,No APN MATCH
207,EXCLUSIVE MOTORS,291396,/details/1310/ARD/291396/f98f48b8660623a3e6cef99614b4248a,Automotive Repair Dealer,Valid,"June 30, 2020",,ROSEVILLE,California,PLACER,95768,1,180.0,search.dca.ca.gov,0.13962483406066895,511 RIVERSIDE AVE,,No APN MATCH
208,EXCLUSIVELY MADE IN JAPAN - MADE IN AMERICA,265442,/details/1310/ARD/265442/0fcab3d5d36851c2e5e7d8369740bd25,Automotive Repair Dealer,Valid,"June 30, 2020",,ROSEVILLE,California,PLACER,95678,1,180.0,search.dca.ca.gov,0.7230451107025146,701 RIVERSIDE AVE,,No APN MATCH
209,EXCLUSIVE METAL CRAFT INC,145405,/details/1310/ARD/145405/5812008c51035306ef0e2dfd43dc9fe1,Automotive Repair Dealer,Cancelled,"March 31, 2013",,FREMONT,California,ALAMEDA,94538,1,180.0,search.dca.ca.gov,0.18350744247436526,41041 ALBRAE STREET,,No APN MATCH
210,EXCLUSIVE LUXURY MOTORSPORTS,296328,/details/1310/ARD/296328/98fe442ef48f35f956104e4507b9c7f1,Automotive Repair Dealer,Valid,"December 31, 2020",,LOS ANGELES,California,LOS ANGELES,90003,1,180.0,search.dca.ca.gov,0.18750691413879395,9901 S MAIN STREET,,No APN MATCH
211,EXCLUSIVE IMPORTS,281187,/details/1310/ARD/281187/678dd7fc56142d4b88bc61559c7e190b,Automotive Repair Dealer,Cancelled,"August 31, 2016",,MORENO VALLEY,California,RIVERSIDE,92557,1,180.0,search.dca.ca.gov,0.1765146255493164,21325 OCASEY CT,,No APN MATCH
212,EXCLUSIVE MOTORS,265638,/details/1310/ARD/265638/64e340f129bb29f2e711e0515e21fb8a,Automotive Repair Dealer,Valid,"June 30, 2020",,LOS ANGELES,California,LOS ANGELES,90066,1,180.0,search.dca.ca.gov,0.2752690315246582,11267 VENICE BLVD,,No APN MATCH
213,EXCLUSIVE IMAGE,277214,/details/1310/ARD/277214/d25a6c0cbe66256284a8c60f473ebb18,Automotive Repair Dealer,Valid,"July 31, 2020",,SANTA CLARITA,California,LOS ANGELES,91350,1,180.0,search.dca.ca.gov,0.21243786811828613,26000 SPRINGBROOK AVE #109,,No APN MATCH
214,EXCLUSIVELY MADE IN JAPAN/AMERICA,235466,/details/1310/ARD/235466/bf19252090a37ce678be571257a4ed2b,Automotive Repair Dealer,Valid,"August 31, 2020",,SACRAMENTO,California,SACRAMENTO,95821,1,180.0,search.dca.ca.gov,1.0212697982788086,2609 FULTON AVE,,No APN MATCH
215,EXCLUSIVE FOREIGN AUTO REPAIR,278609,/details/1310/ARD/278609/49ee2b8eaae23d4b0af4a40f0fcfc358,Automotive Repair Dealer,Cancelled,"November 30, 2016",,NORTH HOLLYWOOD,California,LOS ANGELES,91607,1,180.0,search.dca.ca.gov,0.3181517124176025,12117 BURBANK BLVD UNIT 11,,No APN MATCH
216,"EXCLUSIVE BRITISH EUROPEAN, INC",267304,/details/1310/ARD/267304/f154ee9d44600397ac22cae14009687e,Automotive Repair Dealer,Valid,"November 30, 2020",,CAMPBELL,California,SANTA CLARA,95008,1,180.0,search.dca.ca.gov,0.2772548198699951,2921 WINCHESTER BLVD,,No APN MATCH
217,EXCLUSIVE CARS & TRUCKS,254032,/details/1310/ARD/254032/73f2e40c680065123088481bac2c2c96,Automotive Repair Dealer,Valid,"March 31, 2020",,YUCAIPA,California,SAN BERNARDINO,92399,1,180.0,search.dca.ca.gov,0.32015109062194824,32881 YUCAIPA BLVD,,No APN MATCH
218,EXCLUSIVE COLLISION CENTER,194808,/details/1310/ARD/194808/cb38efa8ac363119c1bb9c6adda7d45a,Automotive Repair Dealer,Revoked,"May 31, 1999",,LOS ANGELES,California,LOS ANGELES,90016,1,180.0,search.dca.ca.gov,0.3710079193115233,4921 W JEFFERSON,,No APN MATCH
219,EXCLUSIVE BODY REPAIR,249719,/details/1310/ARD/249719/571749b70aa0c67cdf3450b7b509e125,Automotive Repair Dealer,Valid,"March 31, 2021",,SUNLAND,California,LOS ANGELES,91040,1,180.0,search.dca.ca.gov,0.29421162605285645,8445 FENWICK ST,,No APN MATCH
220,EXCLUSIVE BMW SERVICE INC,86471,/details/1310/ARD/86471/cbb3045cc8a1cdfbf800dde5be6d29f4,Automotive Repair Dealer,Cancelled,"April 30, 2005",,REDONDO BEACH,California,LOS ANGELES,90278,1,180.0,search.dca.ca.gov,0.2852358818054199,2419 ARTESIA BLVD,,No APN MATCH
221,EXCLUSIVE ENGINE REBLDNG & MACHINE,198690,/details/1310/ARD/198690/cabd2024322f23ebebcb6d2a72ca8b5e,Automotive Repair Dealer,Revoked,"March 31, 2000",,SAN BERNARDINO,California,SAN BERNARDINO,92410,1,180.0,search.dca.ca.gov,0.4577786922454834,383 SOUTH J STREET,,No APN MATCH
222,EXCLUSIVE AUTOMOTIVE&MACHINE SHOP,235848,/details/1310/ARD/235848/b3bf50843e56b77adc3629220dd34327,Automotive Repair Dealer,Revoked,"September 30, 2007",,BANNING,California,RIVERSIDE,92220,1,180.0,search.dca.ca.gov,0.21043705940246585,635 E RAMSEY #D,,No APN MATCH
223,EXCLUSIVE AUTOBODY REPAIR,268478,/details/1310/ARD/268478/d3d903afb91dd9854467099edfec3621,Automotive Repair Dealer,Cancelled,"March 31, 2014",,OCEANSIDE,California,SAN DIEGO,92054,1,180.0,search.dca.ca.gov,0.2174246311187744,2026 OCEANSIDE BLVD,,No APN MATCH
224,EXCLUSIVE AUTOMOTIVE,251244,/details/1310/ARD/251244/f3eeee309301809632bb6ea8e20e9dbe,Automotive Repair Dealer,Delinquent,"June 30, 2017",,FONTANA,California,SAN BERNARDINO,92335,1,180.0,search.dca.ca.gov,0.2563204765319824,16635 FOOTHILL BLVD,,No APN MATCH
225,EXCLUSIVE AUTO CENTER,295332,/details/1310/ARD/295332/cdf7f243dac5a859ac40f32d2e564757,Automotive Repair Dealer,Valid,"September 30, 2020",,PANORAMA CITY,California,LOS ANGELES,91402,1,180.0,search.dca.ca.gov,0.184504508972168,15217 ROSCOE BLVD UNIT I & J,,No APN MATCH
226,EXCLUSIVE AUTOBODY & CUSTOMS,292137,/details/1310/ARD/292137/dc8b9d363701fed866a93c913a7375fe,Automotive Repair Dealer,Valid,"September 30, 2020",,TEMECULA,California,RIVERSIDE,92590,1,180.0,search.dca.ca.gov,0.3929703235626221,42108 ROICK DR STE G,,No APN MATCH
227,EXCLUSIVE AUTO SERVICE,256580,/details/1310/ARD/256580/6da3d26689b545e7d93c8f581ba4703f,Automotive Repair Dealer,Valid,"October 31, 2020",,THOUSAND OAKS,California,VENTURA,91362,1,180.0,search.dca.ca.gov,0.3839952945709229,3209 E THOUSAND OAKS BLVD #J,,No APN MATCH
228,EXCLUSIVE AUTO BODY REPAIR,276267,/details/1310/ARD/276267/3c5d1ef51502aaa0f6f33c8a330df348,Automotive Repair Dealer,Cancelled,"April 30, 2016",,OCEANSIDE,California,SAN DIEGO,92054,1,180.0,search.dca.ca.gov,0.2124314308166504,2026 OCEANSIDE BLVD,,No APN MATCH
229,EXCLUSIVE AUTO RECYCLING,285645,/details/1310/ARD/285645/7b681d590c820814ea104092eb6849c3,Automotive Repair Dealer,Delinquent,"December 31, 2017",,SAN DIEGO,California,SAN DIEGO,92154,1,180.0,search.dca.ca.gov,0.4228627681732178,1284 OTAY VALLEY RD,,No APN MATCH
230,EXCLUSIVE AUTO BODY CENTER,240653,/details/1310/ARD/240653/d46cff286ae79ba6bbb9d19be1e45901,Automotive Repair Dealer,Revoked,"July 31, 2007",,VAN NUYS,California,LOS ANGELES,91405,1,180.0,search.dca.ca.gov,0.2353768348693848,14533 KESWICK STREET #8,,No APN MATCH
231,EXCLUSIVE AUTO CARE AND AUTO BODY,277694,/details/1310/ARD/277694/69c7ae9afb31f62e682622796638b3a4,Automotive Repair Dealer,Valid,"August 31, 2020",,REDWOOD CITY,California,SAN MATEO,94063,1,180.0,search.dca.ca.gov,0.3071808815002441,830 KAYNYNE,,No APN MATCH
232,EXCLUSIVE AUTO,277580,/details/1310/ARD/277580/e0f6926d04045cf62c151f9f52dc2e45,Automotive Repair Dealer,Valid,"August 31, 2020",,YUCAIPA,California,SAN BERNARDINO,92399,1,180.0,search.dca.ca.gov,0.15859150886535645,31710 YUCAIPA BLVD,,No APN MATCH
233,EXCLUSIVE AUTO BODY,272076,/details/1310/ARD/272076/684fac1efd7b20d8aa7fa0d9e47d07f6,Automotive Repair Dealer,Valid,"March 31, 2021",,SALINAS,California,MONTEREY,93905,1,180.0,search.dca.ca.gov,0.19448351860046387,518 E ALISAL,,No APN MATCH
234,EXCLUSIV AUTO COLLISION,131080,/details/1310/ARD/131080/8e30ca2e56e1e8eb503c64cf7659691d,Automotive Repair Dealer,Revoked,"March 31, 1998",,SAN DIEGO,California,SAN DIEGO,92120,1,180.0,search.dca.ca.gov,0.16755247116088867,6037 MISSION GORGE RD,,No APN MATCH
235,EUROPEAN WERKSTATT,259918,/details/1310/ARD/259918/e521b6726db1c89318e6bfaae02cec47,Automotive Repair Dealer,Valid,"October 31, 2020",,WALNUT CREEK,California,CONTRA COSTA,94597,1,180.0,search.dca.ca.gov,0.183521032333374,1520 3RD AVE UNIT B,,No APN MATCH
236,EUROPA AUTO BODY  (Previous Name),260506,/details/1310/ARD/260506/f39053836190715a420e1640069fea76,Automotive Repair Dealer,Valid,"December 31, 2020",,SAN FRANCISCO,California,SAN FRANCISCO,94102,1,180.0,search.dca.ca.gov,0.2094435691833496,150 TURK ST 2ND FLOOR,,No APN MATCH
237,EURO MD,265332,/details/1310/ARD/265332/101b1162ad75a39579d5c3de11ac3de8,Automotive Repair Dealer,Cancelled,"June 30, 2014",,CAMARILLO,California,VENTURA,93010,1,180.0,search.dca.ca.gov,0.1855025291442871,19 AVIADOR STE A,,No APN MATCH
238,EURO MD,278311,/details/1310/ARD/278311/d16b0c75c1839c7cb7aec8c44393a10e,Automotive Repair Dealer,Cancelled,"October 31, 2016",,CAMARILLO,California,VENTURA,93010,1,180.0,search.dca.ca.gov,0.2423169612884521,19 N AVIADOR  A,,No APN MATCH
239,EURO JAPAN AUTO WORKS,146258,/details/1310/ARD/146258/0c0c223b52ad6953fa18aba6ad3db742,Automotive Repair Dealer,Valid,"April 30, 2020",,SAN FRANCISCO,California,SAN FRANCISCO,94109,1,180.0,search.dca.ca.gov,0.23639631271362305,1525 VAN NESS,,No APN MATCH
240,EURO DESIGN BODY & PAINT SPEC,155290,/details/1310/ARD/155290/480764b7bb828b5e7d056682744dd34a,Automotive Repair Dealer,Valid,"August 31, 2020",,SOUTH SAN FRANCISCO,California,SAN MATEO,94080,1,180.0,search.dca.ca.gov,0.1825084686279297,1168 SAN MATEO AVE,,No APN MATCH
241,EURO GARAGE,278264,/details/1310/ARD/278264/f022929c59a8428f311ec0dfc500c8ca,Automotive Repair Dealer,Delinquent,"October 31, 2019",,CAMPBELL,California,SANTA CLARA,95008,1,180.0,search.dca.ca.gov,0.3380947113037109,2068 WINCHESTER BLVD,,No APN MATCH
242,EURO DESIGN AUTO CRAFT,207863,/details/1310/ARD/207863/0a16c07c86abecf83382c500b59c7284,Automotive Repair Dealer,Valid,"October 31, 2020",,WEST HOLLYWOOD,California,LOS ANGELES,90046,1,180.0,search.dca.ca.gov,0.2593104839324951,7827 SANTA MONICA BLVD,,No APN MATCH
243,EXPERIENCE BODYSHOP  (Previous Name),258126,/details/1310/ARD/258126/fe4f872773774973aa8792f9ff35fd2d,Automotive Repair Dealer,Valid,"May 31, 2020",,ONTARIO,California,SAN BERNARDINO,91762,1,180.0,search.dca.ca.gov,2.5461955070495605,1135 WEST STATE ST,,No APN MATCH
244,EUREKA GLASS COMPANY INC,257417,/details/1310/ARD/257417/ef2b4ddee991c71e5417c9fde823e12e,Automotive Repair Dealer,Valid,"February 28, 2021",,EUREKA,California,HUMBOLDT,95501,1,180.0,search.dca.ca.gov,0.1904909610748291,2664 MYRTLE AVE,,No APN MATCH
245,EURO CAR DOCTOR,280037,/details/1310/ARD/280037/c7a2bbf2db26e3fa2c31b52fb121f0d0,Automotive Repair Dealer,Cancelled,"April 30, 2017",,SIGNAL HILL,California,LOS ANGELES,90755,1,180.0,search.dca.ca.gov,0.2553186416625977,2698 JUNIPERO AVE #109,,No APN MATCH
246,EURO CAR DOCTOR INC,285391,/details/1310/ARD/285391/11897e27a58e48cb978ad5506f5899a4,Automotive Repair Dealer,Valid,"November 30, 2020",,SIGNAL HILL,California,LOS ANGELES,90755,1,180.0,search.dca.ca.gov,0.3390960693359375,2651 TEMPLE AVE,,No APN MATCH
247,EXCLUSIVE AUTO CENTER  (Previous Name),276292,/details/1310/ARD/276292/28bc953782bcfd4f2c4fd76b52a93329,Automotive Repair Dealer,Valid,"April 30, 2020",,VALLEJO,California,SOLANO,94590,1,180.0,search.dca.ca.gov,1.0721330642700195,320 COUCH ST STE D,,No APN MATCH
248,EUREKA GLASS COMPANY INC,208048,/details/1310/ARD/208048/954d1a5fa0abc03df37009a3d8c20abe,Automotive Repair Dealer,Valid,"November 30, 2020",,MCKINLEYVILLE,California,HUMBOLDT,95519,1,180.0,search.dca.ca.gov,0.22739195823669436,2555 CENTRAL AVE STE C,,ERROR
249,EXCLUSIVE AUTO,217748,/details/1310/ARD/217748/89d5c7b55da60e3e0891b89a8f0295a1,Automotive Repair Dealer,Valid,"August 31, 2020",,CANOGA PARK,California,LOS ANGELES,91303,1,180.0,search.dca.ca.gov,0.843740701675415,22217 SHERMAN WAY,,No APN MATCH
250,EUREKA GLASS COMPANY,207172,/details/1310/ARD/207172/ca05dccce611e4413c54e2508eeeba46,Automotive Repair Dealer,Valid,"September 30, 2020",,ARCATA,California,HUMBOLDT,95521,1,180.0,search.dca.ca.gov,0.2862346172332764,1081 7TH ST,,No APN MATCH
251,EU TECH,248257,/details/1310/ARD/248257/97e9621382a116a5aff7221b87602f48,Automotive Repair Dealer,Valid,"November 30, 2020",,SACRAMENTO,California,SACRAMENTO,95821,1,180.0,search.dca.ca.gov,0.2842388153076172,3248 AUBURN BLVD #1,,No APN MATCH
252,ERICKSON AUTOMOTIVE AND 4X4,273940,/details/1310/ARD/273940/0fdac8e7454b84111e04fe7016bed7f9,Automotive Repair Dealer,Valid,"August 31, 2020",,SAND CITY,California,MONTEREY,93955,1,180.0,search.dca.ca.gov,0.2812492847442627,475-C OLYMPIA AVE,,No APN MATCH
253,ERICKSON AUTOMOTIVE,284365,/details/1310/ARD/284365/a29bf463cd2c798802d74d2de86c0548,Automotive Repair Dealer,Valid,"July 31, 2020",,SAN LUIS OBISPO,California,SAN LUIS OBISPO,93401,1,180.0,search.dca.ca.gov,0.4098937511444092,2923 S. HIGUERA ST. # B,,No APN MATCH
254,ERICKSON AUTOMOTIVE,249630,/details/1310/ARD/249630/4e306f85c284361db199d9ef066611a6,Automotive Repair Dealer,Cancelled,"February 28, 2017",,SAN LUIS OBISPO,California,SAN LUIS OBISPO,93401,1,180.0,search.dca.ca.gov,0.4677329063415527,2923 S HIGUERA STREET #B,,No APN MATCH
255,ERIC SUNNESS AUTOMOTIVE,220377,/details/1310/ARD/220377/61c0efccbc8caed7dbea5675aa42d773,Automotive Repair Dealer,Cancelled,"March 31, 2016",,CHATSWORTH,California,LOS ANGELES,91311,1,180.0,search.dca.ca.gov,0.40790820121765137,10040 CANOGA AVE STE A,,No APN MATCH
256,ERICKSON AUTO,153577,/details/1310/ARD/153577/fe40d00758427247f7f6937b851fa7ee,Automotive Repair Dealer,Valid,"May 31, 2020",,VENTURA,California,VENTURA,93001,1,180.0,search.dca.ca.gov,0.5046494007110596,1858 E THOMPSON BLVD,,No APN MATCH
257,ERIC CYCLES  (Previous Name),279823,/details/1310/ARD/279823/35dd296bcdb474706e7c13e0d625a859,Automotive Repair Dealer,Cancelled,"April 30, 2017",,SAN DIEGO,California,SAN DIEGO,92123,1,180.0,search.dca.ca.gov,0.5026466846466064,9726 AERO DR # D,,No APN MATCH
258,"ER AUTO CARE, LLC",263534,/details/1310/ARD/263534/94e337580e8587450b644b78819189c2,Automotive Repair Dealer,Valid,"October 31, 2020",,SAN DIMAS,California,LOS ANGELES,91773,1,180.0,search.dca.ca.gov,0.6144049167633057,151 S. EUCLA AVE,,No APN MATCH
259,ENRIQUE'S DENT REPAIR,283269,/details/1310/ARD/283269/f71a0a866f7d5d2dd9d354c9e7426203,Automotive Repair Dealer,Valid,"April 30, 2020",,OCEANSIDE,California,SAN DIEGO,92058,1,180.0,search.dca.ca.gov,0.621340274810791,545 LANDS END WAY # 200,,No APN MATCH
260,ELMER'S KING'S TIRE AND WHEEL  (Previous Name),288600,/details/1310/ARD/288600/3a6827ff8cc5d2d2e4b87d1dadba5cbf,Automotive Repair Dealer,Valid,"September 30, 2020",,SIMI VALLEY,California,VENTURA,93063,1,180.0,search.dca.ca.gov,0.6223397254943848,4610 E LOS ANGELES AVE,,No APN MATCH
261,ELIO'S AUTO REPAIR,272792,/details/1310/ARD/272792/eb56739947721ca6a6b5b0c63530c626,Automotive Repair Dealer,Valid,"May 31, 2020",,PACOIMA,California,LOS ANGELES,91331,1,180.0,search.dca.ca.gov,0.4198946952819824,10875 SAN FERNANDO RD UNIT 4,,No APN MATCH
262,ELITE BODY SHOP,295103,/details/1310/ARD/295103/132446a4aed0d0f6ad43e38cb09bd934,Automotive Repair Dealer,Valid,"August 31, 2020",,SANTA ANA,California,ORANGE,92703,1,180.0,search.dca.ca.gov,0.5206079483032227,3526 WESTMINSTER AVE,,No APN MATCH
263,ELIAS AUTO REPAIR,279919,/details/1310/ARD/279919/51c0940821410e42888b3be4ed8b9ab9,Automotive Repair Dealer,Valid,"April 30, 2020",,OROSI,California,TULARE,93647,1,180.0,search.dca.ca.gov,0.4687473773956299,42960 RD 142,,No APN MATCH
264,EL TALACHAS TIRE SHOP  (Previous Name),274420,/details/1310/ARD/274420/be8526b51f15a3a2f11bfa7e545ca272,Automotive Repair Dealer,Delinquent,"October 31, 2017",,BAY POINT,California,CONTRA COSTA,94565,1,180.0,search.dca.ca.gov,0.3690118789672852,2498 WILLOW PASS ROAD,,No APN MATCH
265,EL MAISTRO TRANSMISSION SVC INC,215532,/details/1310/ARD/215532/1ff1633f6a39b37284204e068b2a0983,Automotive Repair Dealer,Valid,"March 31, 2020",,PLACENTIA,California,ORANGE,92870,1,180.0,search.dca.ca.gov,0.2204105854034424,376 E ORANGETHORPE AVE,,No APN MATCH
266,EL TALACHAS TIRE SHOP  (Previous Name),274419,/details/1310/ARD/274419/6165818dff5611dade27f16645b0a45a,Automotive Repair Dealer,Delinquent,"October 31, 2017",,CONCORD,California,CONTRA COSTA,94520,1,180.0,search.dca.ca.gov,0.2882380485534668,1115 DETRIOIT AVE,,No APN MATCH
267,EL INCA RACING CAMS,190462,/details/1310/ARD/190462/dd0da65e6a757fbb815a01815d15f13a,Automotive Repair Dealer,Delinquent,"August 31, 2018",,LOS ANGELES,California,LOS ANGELES,90061,1,180.0,search.dca.ca.gov,0.27825403213500977,13101 S MAIN STREET,,No APN MATCH
268,EL MAISTRO TRANSMISSION SERVICE,204374,/details/1310/ARD/204374/7e69bc596c3a686ccdbd3838da095ab2,Automotive Repair Dealer,Valid,"March 31, 2020",,SANTA ANA,California,ORANGE,92701,1,180.0,search.dca.ca.gov,0.3949432373046875,112 E WALNUT ST UNIT B,,No APN MATCH
269,EL CAJON TRANSMISSION SERVICE,235218,/details/1310/ARD/235218/d241a9f00dde2e054b2ac02f069b98a8,Automotive Repair Dealer,Valid,"August 31, 2020",,SAN DIEGO,California,SAN DIEGO,92115,1,180.0,search.dca.ca.gov,0.2353768348693848,4501 EL CAJON BLVD,,No APN MATCH
270,EHLERS AUTO,266684,/details/1310/ARD/266684/dfa2379be3319508932baa768b0e0968,Automotive Repair Dealer,Cancelled,"September 30, 2015",,LODI,California,SAN JOAQUIN,95240,1,180.0,search.dca.ca.gov,0.22344446182250974,217N SACRAMENTO ST,,No APN MATCH
271,ELIAS AUTO REPAIR,262860,/details/1310/ARD/262860/95936ce8098b90a7bee415a48b4d9bb2,Automotive Repair Dealer,Valid,"August 31, 2020",,FRESNO,California,FRESNO,93706,1,180.0,search.dca.ca.gov,0.9634242057800292,2371 S SARAH ST.,,No APN MATCH
272,EDS HONDA SPECIALTIES  (Previous Name),118035,/details/1310/ARD/118035/4e36e6aef5544eb997a2a4f7304e7173,Automotive Repair Dealer,Cancelled,"May 31, 2018",,REDDING,California,SHASTA,96002,1,180.0,search.dca.ca.gov,0.2493340969085693,1301 E CYPRESS AVENUE #7,,No APN MATCH
273,EDO AUTO REPAIRS INC.,294546,/details/1310/ARD/294546/e912ceb8b21b0ae640ac3d8df85de7eb,Automotive Repair Dealer,Valid,"June 30, 2020",,STANTON,California,ORANGE,90680,1,180.0,search.dca.ca.gov,0.3061800003051758,11922 WESTERN AVE,,No APN MATCH
274,EDDIES TIRES & AUTO REPAIR,274981,/details/1310/ARD/274981/489127456b9346386dda81710e1aa4c2,Automotive Repair Dealer,Cancelled,"December 31, 2016",,CHULA VISTA,California,SAN DIEGO,91911,1,180.0,search.dca.ca.gov,0.2972085475921631,1743 BROADWAY,,No APN MATCH
275,EDDIES TIRE CITY,273537,/details/1310/ARD/273537/bbde4c2b17d646ccb53dc1d9f4b727a2,Automotive Repair Dealer,Valid,"July 31, 2020",,WILMINGTON,California,LOS ANGELES,90706,1,180.0,search.dca.ca.gov,0.2563023567199707,825 W.PACIFIC COAST HWY,,No APN MATCH
276,EDDY'S TIRES & WHEELS,269439,/details/1310/ARD/269439/955e680d2080ac24d1b90464a9905c8f,Automotive Repair Dealer,Valid,"June 30, 2020",,SAN FERNANDO,California,LOS ANGELES,91340,1,180.0,search.dca.ca.gov,0.4079160690307617,1203 N. MACLAY AVE.,,No APN MATCH
277,EL REY SMOG CHECK,286413,/details/1310/ARD/286413/af2b3344e7a772d135fc2ba846f71114,Automotive Repair Dealer,Valid,"March 31, 2020",,LOS ANGELES,California,LOS ANGELES,90018,1,180.0,search.dca.ca.gov,1.1449601650238037,3790 S WESTERN AVE UNIT #C,,No APN MATCH
278,EDDIES TIRE CITY,273505,/details/1310/ARD/273505/444a5dd0757d1ed405c3f2bd56060292,Automotive Repair Dealer,Valid,"June 30, 2020",,BELLFLOWER,California,LOS ANGELES,90706,1,180.0,search.dca.ca.gov,0.4388313293457031,17449 BELLFLOWER,,ERROR
279,EDDIE'S TIRES AND AUTO REPAIR  (Previous Name),284166,/details/1310/ARD/284166/f5260a9639d5fa1b6ef25fd088523979,Automotive Repair Dealer,Valid,"July 31, 2020",,CHULA VISTA,California,SAN DIEGO,91911,1,180.0,search.dca.ca.gov,0.3041720390319824,2677 MAIN ST,,No APN MATCH
280,EASTERBROOK EQUIPMENT REPAIR,280845,/details/1310/ARD/280845/a7bafa225888c086ed41fe52ff1126e4,Automotive Repair Dealer,Valid,"July 31, 2020",,PASO ROBLES,California,SAN LUIS OBISPO,93446,1,180.0,search.dca.ca.gov,0.2323718070983887,"179 NIBLICK RD, STE 308",,No APN MATCH
281,EARLY YEARS & EXOTICS,244868,/details/1310/ARD/244868/1f582bff265649efbb39877df2528bc2,Automotive Repair Dealer,Valid,"April 30, 2021",,LIVERMORE,California,ALAMEDA,94551,1,180.0,search.dca.ca.gov,0.1964876651763916,3547 FIRST STREET,,No APN MATCH
