name,lic_no,details_url,lic_type,lic_status,lic_exp_date,lic_sec_status,city,state,county,zipcode,depth,download_timeout,download_slot,download_latency,address,lic_issue_date
MEZA'S TRANSMISSIONS SERVICE,273011,/details/1310/ARD/273011/9c3d2d7a8435ea6eb15cedb3d13341df,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.1532270908355713,8515 SAN LEANDRO ST STE # B,
MIDAS OAKLAND,273421,/details/1310/ARD/273421/533772511067576f5d45c873cbcf0a68,Automotive Repair Dealer,Cancelled,"June 30, 2014",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2272481918334961,3464 FOOTHILL BLVD.,
METEOR MOTORBIKES LLC,279801,/details/1310/ARD/279801/15cdfb48edbc9ce33bad5404caea839c,Automotive Repair Dealer,Valid,"April 30, 2021",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.2543931007385254,2601 ADELINE ST SUITE 190,
MOUNTAIN VIEW CEMETERY,4,/details/2100/COA/4/035ddb84b89f5778c01fd00865a0d61b,Certificate Of Authority - Cemetery,CLEAR,"January 1, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,1.7668044567108154,5000 PIEDMONT AVE,
MONTCLAIR GAS AND AUTO CARE,252882,/details/1310/ARD/252882/10ef700ed728f6338bc560ecaea626f9,Automotive Repair Dealer,Delinquent,"November 30, 2019",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,1.6846938133239746,5725 THORNHILL DRIVE,
MEINEKE CAR CARE CENTER,279493,/details/1310/ARD/279493/7aa10890f61befaa1b8c6f2dafcbf9d8,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.28299570083618164,3464 FOOTHILL BLVD,
MEINEKE CAR CARE CENTER,275704,/details/1310/ARD/275704/159d16dcd20e47dff7470f640b137f20,Automotive Repair Dealer,Cancelled,"March 31, 2015",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.1604604721069336,3464 FOOTHILL BLVD,
MODERN AUTO SERVICES,158441,/details/1310/RC/158441/daf7a1a770fecf2850748efa6ad712f1,Smog Station - Test & Repair,Revoked,"February 28, 1999",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,1.5525715351104736,1118 EAST 12TH ST,
MECHANIX AUTO GLASS  (Previous Name),293612,/details/1310/ARD/293612/cf11d2bc71e8fb6c70648ae336be2b79,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.18085575103759766,4400 KELLER AVE STE 140,
MERCEDES BENZ OF OAKLAND,10327,/details/1310/ARD/10327/99cd0122f973bb1e18adafc18df56796,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.6573069095611572,2915 BROADWAY,
MECHANIC ON DUTY AUTO REPAIR,277115,/details/1310/RC/277115/5a90e5ccd7fd5a240e8f2842bfea91bd,Smog Station - Test & Repair,Cancelled,"June 30, 2019",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.6504983901977539,2504 MACARTHUR BLVD,
METRO AUTO REPAIR,240088,/details/1310/ARD/240088/aab5d8dfebdcd46429753e6a54d6cdb2,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,1.3702025413513184,3412 SAN LEANDRO ST,
MECHANIC ON DUTY AUTO REPAIR,262497,/details/1310/ARD/262497/29832a780fc4e7007ce0571e7f42b163,Automotive Repair Dealer,Cancelled,"June 30, 2014",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.5901105403900146,2504 MACARTHUR BLVD,
MEAN MARSHALLS MOTORCYCLES,80805,/details/1310/ARD/80805/bda51d39fb6e6629bbca5b5f859962bd,Automotive Repair Dealer,,"August 31, 2018",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.23696160316467285,1714 16TH ST,
MERCEDES BENZ OF OAKLAND,10327,/details/1310/LS/10327/402c7a3c300937f1bedcd84afc3b7998,Lamp Station,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,1.5091607570648193,2915 BROADWAY,
MECHANIC ON DUTY AUTO REPAIR,277115,/details/1310/ARD/277115/5c7d1266d26827c9d5eacd07fe8faced,Automotive Repair Dealer,Cancelled,"June 30, 2019",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.6628758907318115,2504 MACARTHUR BLVD,
MD AUTO BODY REPAIR,233097,/details/1310/ARD/233097/642ff7dbfe0a2aabaaf665927c0b56b8,Automotive Repair Dealer,Delinquent,"April 30, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.21599483489990234,5111 SAN LEANDRO ST,
MEAN MARSHALL'S MOTORCYCLES,289970,/details/1310/ARD/289970/d3d000423aa0029c84ff8df90fc41643,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.2536497116088867,1714 16TH STREET,
MC RADIATORS & WELDING INC,274684,/details/1310/ARD/274684/fda92faa02899f5e9d19435bab1f9ced,Automotive Repair Dealer,Valid,"November 30, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2380352020263672,4307 EAST 12TH STREET,
MB AUTO SERVICE  (Previous Name),273436,/details/1310/ARD/273436/3d04f079001d68eff01987b05740ec10,Automotive Repair Dealer,Cancelled,"June 30, 2015",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.25507616996765137,945 E 11TH ST,
MAZ CENTER,240028,/details/1310/ARD/240028/cc2d51b1a0c16498b2f9736149af362c,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,0.23586416244506836,2420 SAN PABLO AVE,
MASTER TECH AUTOBODY INC,281759,/details/1310/ARD/281759/24da9c138db4e7e612c741366664fec7,Automotive Repair Dealer,Cancelled,"October 31, 2019",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.21807026863098145,1518 E 12TH STREET,
MECHANIC ON DUTY AUTO REPAIR,262497,/details/1310/RC/262497/cfa1f01d85d963abb6cc029be53a8266,Smog Station - Test & Repair,Cancelled,"June 30, 2014",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,1.4504201412200928,2504 MACARTHUR BLVD,
MASTER TECH AUTOBODY,295682,/details/1310/ARD/295682/c3a01a2bf5868867cd01350c6c40207c,Automotive Repair Dealer,Valid,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.1560814380645752,1518 E 12TH ST,
MARTYS METRIX,123627,/details/1310/ARD/123627/645da325d97316303052f3e483dc2d63,Automotive Repair Dealer,Cancelled,"March 31, 2017",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.1560673713684082,1125 9TH AVE,
MARTE AUTOMOTIVE SERVICE,263365,/details/1310/ARD/263365/212d91de2521ef51b29824df91432e38,Automotive Repair Dealer,Cancelled,"September 30, 2019",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.248976469039917,1240 E 12TH STREET,
MARSHALL & SONS CHEVRON SERVICE,34838,/details/1310/ARD/34838/bdbb89de0fca1c243d7889c4ba7cf086,Automotive Repair Dealer,Delinquent,"August 31, 2001",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.6247024536132812,4500 PARK BLVD,
MCNARY-MORGAN GREENE & JACKSON,2002,/details/4800/FD/2002/5e8ce2628b06978af1b462ffea2021f9,Funeral Establishment,CANCELLED,"January 31, 2014",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,1.3694767951965332,829 CLAY ST,
MERCEDES BENZ OF OAKLAND,10327,/details/1310/RC/10327/c7eeab73bbb763b507b1352cbe2ffc63,Smog Station - Test & Repair,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,2.9229793548583984,2915 BROADWAY,
MCNARY WILLIAMS JACKSON FUNERAL & CREMATIONS,2297,/details/4800/FD/2297/f1b54f75cdc66122b6c9f5dbc746af75,Funeral Establishment,CLEAR,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,1.5311815738677979,1901 HARRISON STREET STE 1100,
MCNARY-WILLIAMS-JACKSON MORTUARY,632,/details/4800/FD/632/33f0e2240a9fb11e3e4ae0d1159c2183,Funeral Establishment,CANCELLED,"September 30, 2016",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,1.7414658069610596,3630 TELEGRAPH AVE,
MANNINGS BODY SHOP,214859,/details/1310/ARD/214859/cce48b68839ef5ea96eaef543d09605d,Automotive Repair Dealer,Cancelled,"February 28, 2013",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.18586206436157227,4101 MARTIN LUTHER KING JR WAY,
MARKS TEST ONLY,218159,/details/1310/ARD/218159/f26ce595a92d73cd2adc6cf95e2894f1,Automotive Repair Dealer,Cancelled,"September 30, 2013",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.9319889545440674,6400 INTERNATIONAL BLVD,
MADE IN JAPAN AUTO REPAIR,277506,/details/1310/ARD/277506/fcf52b2c4be3f547158f4ad0a630aa5b,Automotive Repair Dealer,Cancelled,"August 31, 2016",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,0.20596051216125488,2703 MARTIN LUTHER KING JR.,
MAHARLIKA BODY SHOP,92438,/details/1310/ARD/92438/eea5e7743ed54b4c8caf9a9a55eedb59,Automotive Repair Dealer,Cancelled,"December 31, 2016",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.26647400856018066,1011 39TH AVE,
MACARTHUR AUTO SERVICE CENTER,126323,/details/1310/ARD/126323/2ee490d0fe13570f0588e2669d74335e,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.2333076000213623,10511 MACARTHUR BLVD,
MARK SMOG CENTER,273025,/details/1310/ARD/273025/6f53f2e60e960367e77e37bb01badbc7,Automotive Repair Dealer,Cancelled,"May 31, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.70188307762146,6400 INTERNATIONAL BLVD,
MAC ARTHUR 76,217627,/details/1310/ARD/217627/570b2c9a8fa40cd2416d9cb5ed128e5a,Automotive Repair Dealer,Valid,"August 31, 2020",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.20518279075622559,4276 MAC ARTHUR BLVD,
M J AUTOMOTIVE REPAIR AND ELECTRIC,280770,/details/1310/ARD/280770/f7d284e4983e1f39bd9c72d657fd899a,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.21669936180114746,2344 E 12TH ST,
MAC ARTHUR VALERO GAS & AUTO SVC,234449,/details/1310/RC/234449/76fdd7d383bff870cc53177d2ec7e1ed,Smog Station - Test & Repair,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.6745834350585938,3530 MAC ARTHUR BLVD,
MAC ARTHUR VALERO GAS & AUTO SVC,234449,/details/1310/ARD/234449/9dbf2208c0b83e2274c0b53e91f4d1ec,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.6971886157989502,3530 MAC ARTHUR BLVD,
M. L. K. SMOG SHOP  (Previous Name),263206,/details/1310/ARD/263206/24edcb78baf5aeb9c0188e7ab87c1f60,Automotive Repair Dealer,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.6523396968841553,5509 MARTIN LUTHER KING BLVD,
M H AUTO REPAIR & BODY,229010,/details/1310/ARD/229010/a3d3bc94fc4d52bd9b093effd0ff73c4,Automotive Repair Dealer,Cancelled,"July 31, 2019",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.2260572910308838,1211 11TH AVE,
M C RADIATOR & WELDING,138108,/details/1310/ARD/138108/b5ec2fc7f0b2f1575bbcd39c0df4f733,Automotive Repair Dealer,Cancelled,"March 31, 2013",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2266535758972168,4307 E 12TH PL,
MARKS TEST ONLY,218159,/details/1310/RC/218159/658b18aca6c05ca21fe1cbd4136a6868,Smog Station - Test & Repair,Cancelled,"September 30, 2005",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,1.658808946609497,6400 INTERNATIONAL BLVD,
LOWLOS AUTO REPAIR,260021,/details/1310/ARD/260021/1ebebf353bf121b1c01dc901d92c5b63,Automotive Repair Dealer,Cancelled,"November 30, 2015",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.15064311027526855,944 86TH AVE,
M B SIGNS AUTO,230530,/details/1310/ARD/230530/c9556209fda108e03d933ef17b1e889c,Automotive Repair Dealer,Valid,"November 30, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.19652628898620605,5368 BANCROFT AVE,
LT TRANSMISSION & AUTO REPAIR,292874,/details/1310/ARD/292874/a0ff1161d2bb171d58869ccda15b8744,Automotive Repair Dealer,Valid,"December 31, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2209606170654297,4451 E 12TH STREET UNIT# A & B,
LOW PRICE AUTO GLASS OF OAKLAND,296553,/details/1310/ARD/296553/34a5b0ab0b592637ed6b5e5739b2d26b,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94587,1,180.0,search.dca.ca.gov,0.14798617362976074,8451 SAN LEANDRO ST,
LOW PRICE AUTO GLASS,268597,/details/1310/ARD/268597/b93c063191489712196752bfd6843edf,Automotive Repair Dealer,Delinquent,"March 31, 2020",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.17611980438232422,8451 SAN LEANDRO ST,
LOPEZ-TZINZUN TIRES & BRAKES,269715,/details/1310/ARD/269715/a1f2b85398efda77e53c6bf35b3b6add,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.19754290580749512,7915 INTERNATIONAL BLVD,
LOPEZ TZINZUN TIRES AND BRAKES,245623,/details/1310/ARD/245623/1684276ad6a5210e3b15cb0486a1585e,Automotive Repair Dealer,Cancelled,"May 31, 2012",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.22251296043395996,7915 INTERNATIONAL BLVD,
LOS CUATES AUTO,273688,/details/1310/ARD/273688/24cef28cc62f8df494f1a8d7a1c0116e,Automotive Repair Dealer,Cancelled,"July 31, 2015",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.28954505920410156,923 76TH AVE,
LOPEZ TIRES & SERVICES,280930,/details/1310/ARD/280930/11d74d12e29162aa69c3543645861e1f,Automotive Repair Dealer,Delinquent,"July 31, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.17808842658996582,3526 SAN LEANDRO STREET,
LONE STAR AUTO REPAIR,217429,/details/1310/ARD/217429/e03e3d241bcfb9c3545c08de45bd85f7,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,0.1450035572052002,2510 WEST ST,
LOGAN'S AUTO MASTERS LLC,282520,/details/1310/ARD/282520/43137fba5304e90dde2842d26e430a29,Automotive Repair Dealer,Delinquent,"January 31, 2020",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.19161200523376465,6200 SHATTUCK AVE,
LEFTYS GARAGE,271729,/details/1310/ARD/271729/de161f0e14b6ec4e4ed4add3dec23590,Automotive Repair Dealer,Cancelled,"February 28, 2015",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.15681695938110352,910 35TH AVE,
LIBERTY AUTO,274332,/details/1310/ARD/274332/b333793c8eaabce314369adf6c6cfce1,Automotive Repair Dealer,Revoked,"September 30, 2016",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.21496295928955078,435 23RD AVE,
LEES AUTO REPAIR,182605,/details/1310/ARD/182605/c08342aba2f3442eb702d87bd8c98e24,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.16318583488464355,5525 BANCROFT AVE,
LEES AUTO BODY & REPAIR,164138,/details/1310/ARD/164138/d444eb0bc25cb9306b64af8a95ae9ded,Automotive Repair Dealer,Revoked,"December 31, 1996",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.23450541496276855,1319 FOOTHILL PL,
LE AUTO GLASS,182140,/details/1310/ARD/182140/5eea200e4951f31ae4f4cef89347b38f,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.21914434432983398,1158 E 14TH ST,
LAUREL CHEVRON & AUTO SERVICE,280265,/details/1310/ARD/280265/f576402e42acc76ef5c18fbb2b1048f5,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.22483348846435547,3420 35TH AVENUE,
LAUREL CHAPEL OF THE BAY,1547,/details/4800/FD/1547/aee0eace05c6fb043589d8517c1b5111,Funeral Establishment,CANCELLED,"January 31, 2002",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.17621970176696777,3300 HIGH ST,
M. L. K. SMOG SHOP  (Previous Name),263206,/details/1310/TC/263206/54a3121ca26ed8b3e66bc75368b0229f,Smog Station - Test Only,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,1.5383546352386475,5509 MARTIN LUTHER KING BLVD,
LAST RESORT AUTOMOTIVE,110551,/details/1310/ARD/110551/7182e2e7581ed1e4263317144ab724b3,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94608,1,180.0,search.dca.ca.gov,0.19718360900878906,1049 ALCATRAZ AVE,
LE'S AUTO BODY & ENGINE REPAIR,183716,/details/1310/RC/183716/85229267f5b57c2f6db233468d38735c,Smog Station - Test & Repair,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.8745527267456055,1550 EAST 12TH ST,
MARK SMOG CENTER,273025,/details/1310/TC/273025/00a52056f893b5a80aa419fdd418a966,Smog Station - Test Only,Cancelled,"May 31, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,2.9958555698394775,6400 INTERNATIONAL BLVD,
LAKESHORE 76,270942,/details/1310/ARD/270942/2d45ffb64888c357791d8198e5791c06,Automotive Repair Dealer,Cancelled,"November 30, 2014",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,0.6269221305847168,3220 LAKESHORE AVE,
LE'S AUTO BODY & ENGINE REPAIR,183716,/details/1310/ARD/183716/97e5120270de03f04d2ab32784d1b33f,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,1.4483983516693115,1550 EAST 12TH ST,
L P CUSTOMS,276642,/details/1310/ARD/276642/1df5c967b28492d27b708f0736b1d43c,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.18244290351867676,1421 HIGH STREET UNIT E,
LAKESHORE 76,276667,/details/1310/ARD/276667/80e3c41a7d4694a7156067b3692f2a90,Automotive Repair Dealer,Cancelled,"May 31, 2017",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,0.7535912990570068,3220 LAKESHORE AVE,
L & L AUTO REPAIR,153907,/details/1310/ARD/153907/6b706209c60d18c5dfb1c126709096f9,Automotive Repair Dealer,Cancelled,"May 31, 2016",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.16408348083496094,1622 E 12TH ST,
LAUREL CHAPEL OF ALBERT ENGEL & CO.,877,/details/4800/FD/877/6bb0714906b4d5d128c8b8429111afcc,Funeral Establishment,CANCELLED,"February 28, 1995",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,1.379366159439087,3300 HIGH ST P O BOX 19066,
KRAFT AUTOMOTIVE SERVICE,220155,/details/1310/ARD/220155/9aa164f0f043ed5871adc09162349af6,Automotive Repair Dealer,Delinquent,"February 28, 2019",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,0.2250814437866211,2020 BRUSH STREET,
LAKESHORE 76,276667,/details/1310/TC/276667/082fbab3130b9e7eedcb783fe211d460,Smog Station - Test Only,Cancelled,"May 31, 2017",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,1.5844438076019287,3220 LAKESHORE AVE,
KONG AUTO BODY & REPAIR SHOP,214696,/details/1310/ARD/214696/9870f2511289725479cbc6d00d718da5,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.2907230854034424,1131 6TH AVENUE,
"KNOCKOUT GLASS REPAIR, LLC",275869,/details/1310/ARD/275869/63788cab13eea9eb56c18e637528b6a8,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.21593236923217773,569 HIGH ST,
METRO AUTO REPAIR,240088,/details/1310/RC/240088/61ce66ab8ddfbb4a7bf474c7d253d3b0,Smog Station - Test & Repair,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,7.657625913619995,3412 SAN LEANDRO ST,
KEN BETTS SERVICE CENTER,249684,/details/1310/ARD/249684/88628cbce4f41f680a7a90f76cde97ef,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,0.6122696399688721,3500 LAKESHORE AVE,
LAKESHORE 76,270942,/details/1310/TC/270942/7286f59c7a950b923c9e837acf696fec,Smog Station - Test Only,Cancelled,"November 30, 2014",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,1.8228957653045654,3220 LAKESHORE AVE,
KARKACHAS AUTO REPAIR,185155,/details/1310/ARD/185155/3559ad28edac09e86e727626e4cd5c45,Automotive Repair Dealer,Valid,"August 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.19465398788452148,1445 24TH AVE,
KEN BETTS SERVICE CENTER,12333,/details/1310/ARD/12333/9cc7756639e408b8469245074f0c42a9,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.6453588008880615,4150 REDWOOD RD,
K JS AUTO BODY,152418,/details/1310/ARD/152418/5826b82371d2571dfae3c7e14958ded7,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.24541926383972168,8921 SAN LEANDRO ST,
LAKE SHORE 76 SMOG TEST ONLY  (Previous Name),244073,/details/1310/ARD/244073/1c171870cd6d92122aedf3e4bf43c54a,Automotive Repair Dealer,Cancelled,"February 28, 2013",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,1.6893746852874756,3220 LAKE SHORE AVE,
KEN BETTS SERVICE CENTER,249684,/details/1310/RC/249684/ba55f6bb14e0787a61e1035e4fa98cae,Smog Station - Test & Repair,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,0.6882495880126953,3500 LAKESHORE AVE,
K AND L AUTO REPAIR,255650,/details/1310/RC/255650/9d4a5d441ccfc743733acc1aef5c7a8f,Smog Station - Test & Repair,Cancelled,"July 31, 2012",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.6659865379333496,1429 14TH AVE,
K AND L AUTO REPAIR,255650,/details/1310/LS/255650/5a4b36d66e6b400293e2e82e226e5490,Lamp Station,Cancelled,"July 31, 2012",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.7405898571014404,1429 14TH AVE,
KEN BETTS SERVICE CENTER,12333,/details/1310/RC/12333/d088ea7f1d907649d8de4c7b31ed7498,Smog Station - Test & Repair,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,1.6020159721374512,4150 REDWOOD RD,
K & T AUTO REPAIR,243757,/details/1310/LS/243757/421ba5fa3cf905a26942533b8aa0cab4,Lamp Station,Cancelled,"February 28, 2017",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.611924409866333,3755 FOOTHILL BLVD,
MARKS TEST ONLY,218159,/details/1310/TC/218159/dc7d85a1cb17dd0493b6aa6acbd82398,Smog Station - Test Only,Cancelled,"September 30, 2013",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,6.745615243911743,6400 INTERNATIONAL BLVD,
K & G AUTO BODY SHOP,250920,/details/1310/ARD/250920/bf78bfea40d4c76a20cd199515c0e992,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.1538534164428711,1215 10TH AVE,
JZ AUTO BODY & SERVICES,284297,/details/1310/ARD/284297/00f8b665994082739847c3b463040607,Automotive Repair Dealer,Delinquent,"July 31, 2020",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.2217998504638672,1432 14TH AVE,
K AND L AUTO REPAIR,255650,/details/1310/ARD/255650/4c986573dbc3f02b61a3a6eed4c9ac72,Automotive Repair Dealer,Cancelled,"July 31, 2012",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,1.264566421508789,1429 14TH AVE,
JT AUTOMOTIVE,296512,/details/1310/ARD/296512/b0af7df7509aad41a084bff1a46bd879,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.15547847747802734,2504 MACARTHUR BLVD,
K & T AUTO REPAIR,243757,/details/1310/RC/243757/088aec64f6d146407fa9ef4e54e50755,Smog Station - Test & Repair,Cancelled,"February 28, 2017",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.721184492111206,3755 FOOTHILL BLVD,
